Brand,Country,Year,Monthly_Production_Tonnes,Avg_Item_Price_USD,Release_Cycles_Per_Year,Carbon_Emissions_tCO2e,Water_Usage_Million_Litres,Landfill_Waste_Tonnes,Avg_Worker_Wage_USD,Working_Hours_Per_Week,Child_Labor_Incidents,Return_Rate_Percent,Avg_Spend_Per_Customer_USD,Shopping_Frequency_Per_Year,Instagram_Mentions_Thousands,TikTok_Mentions_Thousands,Sentiment_Score,Social_Sentiment_Label,GDP_Contribution_Million_USD,Env_Cost_Index,Sustainability_Score,Transparency_Index,Compliance_Score,Ethical_Rating
Zara,Indonesia,2016,472.52,23.26,7,9373.14,326.61,853.71,225.65,64,1,26.44,55.04,19,5430,7921,0.43,Positive,560.93,0.45,66.25,34.7,39.08,0.79
Uniqlo,Turkey,2015,595.89,12.67,26,12352.38,218.64,1172.93,205.5,49,0,22.45,95.85,10,6044,7257,0.2,Neutral,801.08,0.88,86.86,72.43,74.58,2.79
Uniqlo,Vietnam,2017,343.96,21.2,24,11532.38,261.83,668.43,192.73,45,1,32.45,124.8,16,1022,2965,0.65,Positive,193.75,0.16,77.68,82.16,46.15,4.92
Zara,Indonesia,2024,599.84,23.49,25,6974.34,82.24,869.93,71.76,63,2,16.03,171.8,9,4272,4375,-0.81,Positive,520.76,0.77,81.27,70.68,96.73,4.13
Zara,Germany,2015,590.37,25.21,8,9707.99,169.77,1042.96,120.12,50,0,12.41,89.05,17,3939,1308,-0.99,Positive,722.67,0.94,41.48,40.23,39.06,0.35
Uniqlo,China,2021,701.91,24.0,7,7544.71,291.94,899.97,80.03,63,1,28.56,104.63,14,5332,2267,0.43,Negative,944.0,0.63,5.33,45.48,67.48,3.39
Shein,Brazil,2020,583.74,19.2,26,8441.82,209.21,835.56,152.7,61,0,14.69,156.93,17,715,4551,-0.09,Positive,837.0,0.7,83.74,16.97,1.91,3.9
H&M,Turkey,2023,733.12,24.27,17,15717.82,172.21,848.65,185.88,65,1,27.18,131.59,13,8235,2973,-0.29,Positive,459.11,0.15,3.17,42.33,8.46,3.03
Uniqlo,India,2022,330.41,23.11,18,13638.46,169.79,679.36,118.17,56,2,35.42,114.53,9,5850,7485,0.63,Positive,403.07,0.87,93.8,8.51,38.56,0.36
Shein,Bangladesh,2024,401.06,16.48,25,9665.19,153.74,866.74,151.03,64,2,33.95,83.9,12,4234,3661,-0.29,Positive,291.59,0.71,6.26,21.05,80.9,0.73
H&M,Germany,2019,632.18,18.1,29,9905.68,149.09,914.63,60.71,69,0,27.42,85.03,5,6159,3233,-0.65,Negative,503.61,0.89,44.17,98.42,39.57,3.58
H&M,USA,2023,370.41,13.08,27,11625.53,298.47,1025.89,184.08,54,0,11.35,125.22,11,4235,6853,-0.97,Negative,292.19,0.57,47.09,65.61,55.96,3.44
H&M,Bangladesh,2023,379.78,21.65,21,4888.39,144.53,1112.58,136.3,69,3,32.09,152.93,6,6239,1624,0.86,Neutral,507.66,0.77,27.94,13.17,85.47,0.83
Forever 21,Germany,2017,495.41,25.87,27,8355.19,250.0,579.03,161.03,53,0,38.17,110.86,7,7969,357,0.35,Neutral,647.78,0.3,21.82,87.41,24.97,1.32
Forever 21,Bangladesh,2021,580.22,26.14,18,7697.74,147.42,523.6,162.5,63,2,18.74,100.31,15,8202,7446,-0.07,Neutral,353.42,0.78,15.45,48.73,43.0,2.98
Forever 21,Brazil,2022,675.75,18.17,18,13392.95,245.02,826.28,129.63,58,2,25.04,57.48,17,3172,1117,-0.95,Positive,844.94,0.5,23.75,4.96,72.46,0.56
Shein,Bangladesh,2017,272.42,23.75,17,13663.71,170.77,1085.82,119.25,50,1,26.69,126.06,8,8200,542,0.65,Positive,542.99,0.57,77.52,23.44,34.51,0.15
Shein,Indonesia,2016,513.76,21.26,24,13625.35,302.17,580.91,177.3,67,4,18.45,149.74,16,6326,5355,-0.44,Neutral,707.68,0.23,31.32,84.95,8.9,4.96
H&M,USA,2019,549.31,20.14,29,11921.44,188.57,864.81,92.62,63,0,23.46,127.93,10,8102,4297,0.63,Positive,645.04,0.78,5.56,0.69,21.24,3.32
H&M,Indonesia,2023,243.89,12.23,23,13406.86,133.62,635.1,119.57,69,4,24.57,130.45,16,5143,1024,-0.13,Neutral,353.51,0.25,11.66,54.67,90.24,1.72
Uniqlo,Germany,2016,627.83,26.26,23,15689.24,213.19,1078.51,47.54,59,0,34.8,116.32,15,1816,360,-0.28,Negative,518.67,0.18,58.51,22.63,89.57,3.92
H&M,Bangladesh,2017,633.05,27.57,16,7144.24,204.65,851.55,87.91,68,0,22.71,99.06,4,6786,1637,-0.95,Neutral,651.45,0.57,21.83,98.94,57.44,0.69
Zara,USA,2018,596.68,21.53,20,9719.09,279.55,542.57,80.14,54,0,26.72,128.48,18,689,4574,0.68,Positive,441.86,0.3,38.1,80.84,82.36,1.92
H&M,China,2015,219.54,18.06,8,9573.98,154.47,928.08,157.45,65,1,29.69,121.77,16,9777,6206,-0.55,Positive,589.37,0.32,51.23,77.36,4.4,3.47
Uniqlo,China,2018,316.4,23.38,8,13477.22,179.82,885.1,209.86,56,3,25.95,67.16,17,4007,857,-0.69,Negative,559.98,0.84,4.19,41.92,16.82,4.4
Zara,Indonesia,2017,272.83,21.61,29,12682.15,170.2,789.94,118.04,46,2,32.57,179.7,9,6815,3731,0.65,Positive,570.19,0.23,83.29,54.03,84.47,2.16
Zara,China,2024,609.84,18.93,15,9830.23,273.14,409.78,157.18,59,0,36.53,157.53,13,7363,5557,-0.35,Neutral,545.25,0.31,21.09,85.72,82.04,2.2
Uniqlo,Turkey,2021,453.45,15.16,28,10220.3,179.82,1056.47,204.39,56,0,15.94,116.86,4,7515,2465,-0.12,Positive,-40.7,0.82,72.42,69.04,34.05,4.02
Shein,Indonesia,2017,413.12,18.88,16,11473.62,178.52,772.12,186.98,61,0,22.6,99.26,17,6547,2395,0.18,Negative,709.03,0.46,97.38,54.42,27.52,3.55
H&M,Indonesia,2020,571.02,18.66,20,5797.24,203.63,763.27,108.26,50,1,16.78,116.68,17,9217,3784,-0.58,Negative,320.67,0.78,5.13,49.25,44.21,1.67
Forever 21,USA,2018,600.97,8.15,24,8046.81,161.96,905.51,136.93,68,0,18.05,85.37,18,7208,999,-0.93,Neutral,149.63,0.45,69.72,19.34,64.15,1.3
Uniqlo,India,2018,349.67,16.24,24,12587.3,220.43,712.28,167.75,43,0,11.36,134.03,6,6029,6842,-0.69,Negative,916.25,0.99,97.73,79.38,65.94,2.89
Forever 21,Indonesia,2015,438.55,23.56,26,8899.52,289.87,1222.87,102.33,63,2,38.03,147.84,6,3498,5579,0.05,Positive,608.57,0.33,47.1,49.22,19.5,3.26
H&M,Bangladesh,2021,599.27,23.19,15,12701.2,227.07,1036.7,91.1,56,2,10.04,89.81,12,8735,347,-0.53,Neutral,431.2,0.66,74.71,21.87,5.99,0.65
Uniqlo,Germany,2018,660.93,21.63,16,11101.51,125.92,600.02,138.14,65,0,12.45,87.87,6,1509,1744,0.61,Negative,882.28,0.46,80.6,59.2,16.59,0.12
Forever 21,UK,2016,607.52,9.47,10,4994.2,263.52,765.44,188.6,63,5,19.24,131.21,8,8486,712,-1.0,Negative,720.39,0.34,21.79,66.18,63.37,2.97
H&M,USA,2017,674.75,13.77,19,9749.82,8.73,936.53,134.27,62,2,10.0,92.51,16,2337,4104,0.63,Neutral,771.09,0.9,82.36,89.88,55.31,4.06
H&M,India,2021,733.81,14.56,10,5833.28,164.29,743.42,119.05,62,0,34.89,118.03,18,6854,3653,0.17,Neutral,565.57,0.83,32.69,30.57,40.27,3.36
Forever 21,Indonesia,2023,327.0,25.69,24,14044.44,154.1,642.17,167.28,59,3,31.91,84.54,17,5262,2308,-0.55,Positive,589.89,0.6,52.36,28.23,29.81,1.39
Uniqlo,Vietnam,2020,600.89,26.01,21,10588.39,145.76,490.21,162.9,65,0,37.98,67.31,8,1041,1957,-0.38,Neutral,535.73,0.65,89.79,80.99,58.31,3.65
H&M,Bangladesh,2022,709.94,13.29,9,11796.22,144.79,394.92,190.45,60,2,39.26,104.55,6,9390,5649,0.51,Negative,674.22,0.51,41.23,93.47,25.09,0.6
Zara,Germany,2015,564.25,20.39,27,7581.35,196.2,604.4,149.91,53,0,22.02,66.18,17,6819,7463,0.3,Negative,228.91,0.16,81.37,94.05,64.88,4.77
Shein,UK,2017,488.38,14.02,12,7009.55,203.89,719.6,186.52,51,1,32.03,184.95,11,4486,7737,-0.31,Positive,738.11,0.82,54.03,7.93,56.59,4.54
H&M,UK,2022,263.45,15.99,21,13186.05,210.05,1074.8,72.86,46,3,12.41,188.14,6,792,4400,0.88,Positive,419.12,0.21,87.51,97.09,17.72,3.61
H&M,Germany,2019,484.79,17.54,10,11196.09,170.65,490.77,207.65,61,0,34.43,99.75,17,5911,5656,-0.24,Neutral,419.38,0.15,59.95,90.24,38.32,1.08
Zara,USA,2019,408.9,19.61,16,10977.52,272.5,1028.29,122.03,61,0,38.06,46.97,18,6082,4031,-0.67,Negative,197.95,0.47,1.43,47.83,2.1,4.1
Forever 21,India,2016,574.86,22.82,26,5366.87,207.94,681.5,161.75,68,0,14.29,94.23,5,5615,2720,0.71,Negative,662.71,0.96,88.36,27.06,19.42,2.37
Forever 21,Brazil,2022,658.33,33.75,8,10470.08,261.41,835.06,83.16,44,1,27.68,58.05,14,1789,1567,0.04,Negative,110.15,0.32,35.81,98.95,68.43,4.74
Forever 21,UK,2018,449.93,14.94,19,12910.59,127.7,1029.51,113.57,48,1,20.06,123.31,18,6011,3553,-0.77,Negative,601.48,0.54,16.95,5.1,61.75,1.04
H&M,Brazil,2018,359.8,21.06,20,7307.53,121.27,900.54,132.59,61,1,28.92,140.3,14,4634,3853,-0.16,Positive,788.9,0.62,83.26,80.42,86.64,0.3
Forever 21,UK,2015,380.67,22.12,8,15905.43,172.88,1027.75,248.51,61,0,30.26,89.97,14,9754,4136,0.14,Neutral,443.26,0.49,12.76,40.91,35.44,1.51
Zara,UK,2015,637.96,25.29,18,14492.3,311.46,779.31,88.05,62,0,16.74,114.5,18,2487,2444,-0.48,Negative,166.04,0.73,56.74,79.62,73.5,3.05
Shein,USA,2024,333.26,19.82,10,7214.88,234.07,637.89,63.2,50,0,32.04,121.93,10,5722,1428,-0.88,Positive,427.98,0.13,71.44,36.16,12.54,1.27
Zara,USA,2022,298.42,24.25,22,10687.22,264.46,844.87,195.2,58,2,17.67,91.67,18,8015,7065,-0.51,Neutral,402.83,0.38,55.51,58.8,42.65,3.08
Uniqlo,India,2018,510.69,13.53,25,9237.26,202.48,1046.35,67.98,43,2,37.98,116.78,17,9973,672,0.36,Negative,699.88,0.94,99.69,72.02,28.72,4.4
H&M,Indonesia,2021,458.5,22.25,8,8821.59,118.23,939.8,137.82,48,1,22.32,136.79,16,278,2294,0.53,Positive,537.51,0.72,96.56,39.36,13.07,3.36
Shein,China,2024,579.66,28.11,15,7556.49,283.06,725.04,127.47,59,1,22.16,95.0,18,4579,2313,0.65,Negative,372.34,0.82,32.37,76.52,14.32,3.29
Zara,USA,2017,471.48,20.28,22,9930.93,156.28,741.6,127.3,67,1,26.38,98.98,8,1013,6408,0.71,Neutral,676.53,0.4,5.38,66.94,23.13,1.22
Shein,Indonesia,2024,441.15,19.13,16,9613.3,220.44,1040.61,188.77,47,1,33.5,97.19,6,478,4532,-0.66,Negative,535.58,0.15,71.75,47.55,84.91,1.92
H&M,India,2022,550.83,18.33,26,6330.41,301.67,452.12,185.23,56,2,31.28,156.55,19,3039,5193,-0.72,Negative,711.47,0.65,30.63,32.61,7.09,1.75
Shein,Indonesia,2023,442.36,22.61,20,12989.57,156.22,595.48,134.85,69,1,11.68,125.67,4,9397,2599,-0.07,Negative,165.16,0.13,12.19,41.59,6.31,1.98
Uniqlo,USA,2018,107.11,13.01,29,3178.15,328.1,1048.28,132.55,44,2,23.74,145.74,9,1605,911,0.19,Positive,334.36,1.0,43.53,92.07,34.5,0.27
H&M,Bangladesh,2016,444.41,13.26,7,11436.46,240.77,829.88,135.58,40,0,31.17,88.05,13,1667,2258,0.44,Negative,341.16,0.2,3.56,99.43,23.27,0.27
Shein,Turkey,2021,687.93,17.76,18,12609.81,266.91,839.8,158.31,57,1,33.34,128.32,12,8042,5465,-0.44,Neutral,495.54,0.8,88.65,39.86,86.29,1.34
Shein,China,2024,670.84,20.55,20,5736.54,168.97,694.92,201.49,63,0,39.76,79.83,5,6529,5134,0.75,Negative,531.95,0.91,49.3,33.02,10.68,4.77
H&M,USA,2018,477.45,18.37,22,13377.08,128.05,603.24,199.54,64,0,37.28,134.55,8,6564,228,-0.05,Positive,406.44,0.76,13.9,44.01,48.29,1.06
Zara,UK,2015,448.76,20.01,28,10160.57,214.58,1011.11,150.52,52,1,14.8,93.22,19,1961,5319,0.48,Neutral,602.72,0.68,15.58,54.7,8.74,1.89
Uniqlo,UK,2023,424.47,19.53,18,8851.55,192.58,720.46,90.8,64,1,34.87,191.41,18,1457,3275,0.54,Negative,532.23,0.67,63.33,45.03,53.11,3.73
Uniqlo,Vietnam,2022,580.92,24.47,16,9392.43,168.3,1007.22,78.85,46,2,26.56,106.97,17,5901,5988,0.29,Positive,196.86,0.64,69.61,36.25,82.4,1.02
Shein,UK,2015,711.53,19.27,7,10999.04,59.3,536.97,131.0,67,0,30.7,109.03,7,2323,4572,-0.83,Positive,469.74,0.28,54.55,20.71,54.4,1.16
H&M,USA,2020,452.21,25.41,29,11418.75,187.19,932.55,109.64,60,1,12.43,131.07,7,656,5251,-0.6,Negative,621.45,0.9,11.49,0.38,50.2,2.92
H&M,Indonesia,2018,406.6,20.55,18,9279.02,99.81,948.78,108.36,59,1,17.85,153.25,5,886,4418,-0.4,Negative,583.62,0.49,31.22,72.51,79.63,4.16
Forever 21,Vietnam,2023,250.44,25.25,9,11288.02,222.78,688.78,143.5,49,0,21.62,89.1,8,6131,4293,-0.63,Positive,980.15,0.77,54.57,20.41,29.19,3.74
Forever 21,Turkey,2015,275.15,19.54,25,2905.29,242.69,1045.43,172.72,56,2,17.57,88.92,18,5191,2009,-0.92,Negative,470.69,0.98,24.24,66.33,83.91,2.75
Shein,Bangladesh,2015,571.09,16.4,8,15723.43,195.65,749.7,204.72,58,0,29.45,109.52,10,5290,4625,0.71,Neutral,345.49,0.41,86.96,8.81,77.68,4.24
H&M,Bangladesh,2024,458.0,13.6,10,10943.44,310.29,566.49,176.03,56,2,31.13,124.02,16,7770,5183,0.39,Positive,548.13,0.27,9.27,53.22,82.16,0.51
Forever 21,UK,2015,587.01,22.72,6,16045.83,277.44,720.56,94.89,61,2,13.64,94.97,13,3618,7658,0.2,Negative,616.69,0.54,52.87,33.44,51.93,0.99
Zara,Brazil,2020,421.71,22.53,15,15770.34,153.52,462.16,126.44,60,0,12.09,112.63,11,5513,1319,0.72,Positive,672.33,0.38,85.22,4.09,4.97,3.12
Uniqlo,Bangladesh,2019,472.58,17.72,29,10054.05,228.36,526.63,179.63,63,2,23.7,141.53,12,8316,4988,0.58,Negative,392.92,0.46,42.5,38.29,71.91,2.74
Shein,Turkey,2015,466.23,15.79,25,16509.81,114.58,429.63,189.18,63,2,22.13,141.21,15,5820,3163,0.26,Positive,1049.73,0.51,48.2,75.78,28.19,1.59
Shein,USA,2018,631.04,19.85,10,6809.06,158.33,609.0,151.84,51,2,35.82,152.0,14,6259,7368,0.16,Neutral,435.62,0.79,40.64,87.98,64.87,4.5
Forever 21,Vietnam,2019,357.36,21.59,23,9750.49,272.7,606.93,233.93,42,0,15.52,115.1,13,7887,4171,0.89,Neutral,823.96,1.0,45.03,25.25,44.28,4.24
H&M,Indonesia,2021,559.77,22.19,15,9823.71,169.7,815.9,153.27,67,1,29.04,92.72,4,977,7443,0.5,Positive,558.11,0.95,67.66,36.34,93.82,1.38
Shein,Brazil,2018,685.21,14.84,13,7410.9,102.62,651.76,117.79,61,4,34.06,151.65,13,4102,5679,-0.56,Positive,462.62,0.39,75.62,39.38,60.82,2.22
Shein,Turkey,2016,373.91,23.75,17,7724.61,141.78,1091.64,91.83,56,1,27.5,170.53,6,8724,6252,-0.18,Neutral,700.0,0.55,0.74,69.17,66.13,0.19
Forever 21,China,2017,523.11,19.79,24,13477.7,202.82,365.83,124.37,64,2,24.25,131.65,19,7097,5283,0.73,Negative,481.04,0.53,6.88,54.97,41.72,4.39
Uniqlo,Brazil,2019,578.98,17.61,26,7436.27,101.62,1048.91,150.5,58,0,15.78,108.21,15,7567,7224,-0.98,Negative,355.79,0.17,37.59,82.05,0.71,2.28
Shein,Turkey,2023,441.93,19.26,15,7685.36,123.35,839.18,243.46,40,1,15.53,105.64,10,7438,5744,-0.42,Positive,571.9,0.61,11.19,60.95,56.84,3.96
H&M,Turkey,2020,634.44,20.11,12,13291.9,106.06,198.47,178.56,61,1,24.17,129.74,3,9508,6430,-0.89,Positive,474.78,0.62,8.26,15.45,43.96,2.55
Zara,Brazil,2020,371.47,14.37,18,9754.14,265.45,645.25,226.9,60,2,34.32,110.39,17,8549,624,0.38,Positive,504.95,0.77,21.31,86.72,95.58,1.18
Uniqlo,USA,2020,488.54,19.26,29,10450.87,315.92,1057.33,119.5,42,0,36.87,118.13,5,1849,2892,-0.32,Positive,464.47,0.83,23.83,22.44,50.45,1.3
Uniqlo,Vietnam,2022,64.33,22.96,19,10675.17,172.57,971.39,167.75,57,2,21.16,117.25,11,6956,6687,-0.75,Neutral,322.45,0.64,55.04,51.4,69.01,4.19
Shein,Brazil,2020,608.16,18.36,7,15852.56,216.27,987.92,105.0,45,0,34.65,132.38,14,6376,5789,-0.62,Positive,379.52,0.38,97.49,41.11,44.47,2.88
Shein,USA,2020,673.91,24.87,28,9250.08,199.88,866.04,149.73,58,0,35.25,75.48,12,608,2429,-0.03,Positive,458.31,0.3,25.4,87.77,8.96,3.58
Uniqlo,Bangladesh,2018,636.38,16.0,15,10013.5,185.44,755.12,201.06,43,0,12.04,85.88,14,3495,863,0.69,Positive,321.43,0.42,68.72,31.28,6.09,3.51
Uniqlo,Germany,2015,497.02,19.46,25,10671.36,188.12,580.35,141.56,42,0,23.39,147.96,9,1136,1882,-0.79,Negative,719.33,0.61,53.15,45.8,39.68,2.16
Uniqlo,Indonesia,2021,519.58,11.46,12,10552.4,123.21,709.77,237.37,50,1,37.89,130.35,4,6165,6657,-0.07,Negative,330.05,0.22,92.77,86.77,70.76,0.53
Zara,China,2023,597.41,22.91,27,7100.43,321.38,799.89,121.6,56,1,25.86,122.9,7,7745,3876,-0.41,Positive,435.21,0.59,13.34,69.16,79.5,0.82
Shein,Indonesia,2021,511.82,25.27,14,11250.92,185.81,590.03,140.9,59,1,13.37,107.81,8,2600,4616,0.64,Neutral,376.63,0.97,45.39,50.7,57.22,4.66
Shein,Germany,2015,466.58,21.21,12,10962.63,190.13,952.67,175.57,45,1,34.66,159.91,5,3583,6808,0.54,Negative,764.21,0.78,58.84,21.27,9.7,0.32
H&M,India,2024,680.53,21.72,14,6824.68,50.12,840.09,180.45,51,2,37.42,137.2,8,2402,2333,-0.89,Positive,645.65,0.41,66.69,10.25,1.19,0.7
H&M,Vietnam,2015,499.31,21.85,7,12987.34,231.76,706.74,74.35,53,1,23.38,84.14,10,2082,7046,0.52,Negative,747.07,0.14,84.37,43.8,34.24,2.73
H&M,Vietnam,2018,530.07,18.4,27,8515.1,170.15,1029.93,164.83,55,1,16.09,118.13,19,6158,7181,0.16,Negative,598.18,0.77,67.52,20.59,35.25,0.63
Uniqlo,Brazil,2015,557.46,15.98,26,7921.9,211.78,371.19,158.78,68,2,33.44,145.37,14,904,2501,0.7,Positive,602.81,0.36,64.04,31.42,95.8,0.17
H&M,India,2022,320.82,21.43,19,7898.27,240.89,700.48,156.67,52,0,14.33,120.12,18,2163,3692,0.29,Negative,824.43,0.31,15.68,68.34,59.37,3.77
Shein,Brazil,2020,423.84,10.7,8,5004.07,182.51,756.72,163.51,55,2,39.05,139.73,15,3172,3309,-0.62,Neutral,486.09,0.37,9.3,14.39,10.47,2.11
Zara,Turkey,2018,437.39,21.72,27,15058.91,179.37,832.21,210.86,43,2,29.67,179.18,14,1682,6232,-0.79,Positive,583.04,0.25,43.1,51.05,14.06,2.12
Zara,UK,2017,342.27,17.37,21,12227.38,161.74,843.34,134.83,44,1,24.68,93.44,12,8653,3770,0.25,Positive,532.38,0.53,87.57,27.14,0.37,0.81
H&M,India,2024,299.74,14.55,15,9761.83,181.97,598.88,168.01,51,4,11.39,144.56,18,7241,510,-0.47,Positive,531.59,0.7,96.54,91.58,50.29,3.98
Uniqlo,Brazil,2019,410.54,18.5,17,8049.1,237.11,718.06,137.97,41,2,15.0,109.84,11,8463,6769,0.45,Negative,465.57,0.81,24.37,30.59,48.31,0.32
Shein,Turkey,2019,525.07,20.19,7,8159.24,211.77,909.16,41.42,52,0,29.05,108.19,19,2132,1557,0.21,Neutral,682.0,0.67,41.74,14.43,9.36,0.08
Forever 21,Vietnam,2024,448.23,22.45,23,6917.21,170.85,979.01,164.29,54,3,32.87,121.68,12,7967,4314,-0.71,Neutral,438.07,0.89,26.92,98.23,38.29,0.89
Forever 21,Indonesia,2018,380.16,10.1,26,9078.83,272.05,920.02,130.24,40,1,31.03,122.09,18,852,2519,-0.42,Positive,880.33,0.88,90.45,0.07,59.41,3.6
Zara,Germany,2023,392.17,21.02,11,9579.41,275.83,949.09,148.87,53,1,21.27,127.38,11,9709,1574,-0.4,Neutral,339.54,0.15,46.83,85.31,93.36,4.66
Zara,Bangladesh,2022,455.78,15.32,15,11956.92,102.12,896.05,97.24,50,0,24.39,93.72,11,5349,1366,-0.5,Neutral,461.71,0.99,38.94,73.26,68.47,1.06
Uniqlo,Turkey,2023,380.58,15.25,15,9388.53,238.83,862.07,119.61,58,0,10.21,148.54,5,4701,1407,0.48,Negative,605.38,0.13,12.16,63.31,89.9,3.12
Forever 21,Germany,2024,488.36,20.37,28,9723.08,293.38,898.02,177.38,63,2,38.23,128.22,4,4098,722,-0.45,Negative,242.47,0.46,98.29,53.65,50.26,1.29
Zara,USA,2021,518.34,17.23,10,12568.29,234.5,637.42,168.16,64,2,29.45,124.04,14,7827,970,-0.83,Neutral,476.3,0.68,76.25,58.49,26.62,0.16
Uniqlo,USA,2023,543.43,15.5,25,700.99,207.72,689.19,169.11,57,2,18.91,123.44,18,3343,698,-0.8,Neutral,536.15,0.11,61.62,96.08,90.29,3.48
Shein,UK,2018,458.95,17.56,21,12015.83,223.05,601.11,162.48,55,1,23.6,127.64,3,1276,450,-0.05,Negative,721.13,0.43,35.87,52.93,58.44,3.98
Forever 21,China,2015,662.48,17.18,19,10240.92,160.47,935.96,156.88,61,1,33.82,57.29,6,9133,5371,0.55,Negative,465.95,0.2,77.84,17.05,44.74,1.05
Forever 21,Turkey,2020,610.19,21.85,21,3848.93,244.35,901.4,147.13,43,0,15.53,66.25,4,1772,3725,0.33,Negative,496.03,0.31,48.93,28.61,72.28,4.73
Shein,Turkey,2022,523.66,23.94,18,8934.64,224.89,731.68,193.36,65,1,18.45,124.31,6,3613,545,-0.75,Negative,151.92,0.62,73.48,32.15,3.47,0.64
Shein,Turkey,2021,497.98,24.32,8,8864.94,208.72,810.11,224.49,62,0,27.64,87.8,13,3535,3251,0.24,Positive,619.77,0.67,69.94,11.2,84.95,2.66
Shein,India,2021,557.42,19.89,13,10887.96,223.58,809.45,86.08,61,2,30.18,136.38,13,394,70,0.49,Positive,341.3,1.0,66.57,49.35,92.32,0.08
Uniqlo,USA,2021,582.35,21.62,19,5764.44,185.67,1186.22,192.95,57,0,28.78,212.31,5,4591,4757,0.14,Positive,772.02,0.4,72.31,50.78,49.91,0.55
H&M,Indonesia,2020,290.87,17.03,19,7852.6,185.35,721.45,138.28,63,3,14.68,138.97,13,4863,3097,0.41,Positive,405.16,0.46,92.0,65.03,9.04,4.74
Zara,UK,2016,376.69,13.9,23,11973.81,262.75,866.89,183.77,43,0,33.19,107.04,9,4882,1355,-0.7,Neutral,575.58,0.82,70.72,19.04,36.67,0.53
Zara,Brazil,2018,365.58,21.52,9,9399.76,164.45,58.24,237.74,44,1,21.36,132.63,13,9163,884,-0.22,Neutral,700.33,0.7,21.55,22.11,72.92,2.5
Uniqlo,Indonesia,2024,320.57,18.47,18,11958.47,252.93,785.0,107.12,62,0,19.83,112.12,17,5124,4897,-0.76,Negative,318.72,0.87,15.66,97.48,84.25,2.5
Uniqlo,Brazil,2023,647.4,13.0,7,16616.59,271.96,548.19,189.35,67,2,34.12,98.11,3,8801,5721,-0.72,Positive,502.96,0.19,53.55,8.51,30.29,3.72
Shein,Indonesia,2018,651.52,13.95,19,7181.61,267.15,741.11,222.64,50,1,26.97,110.07,4,7346,6941,0.7,Negative,500.53,0.9,48.38,72.84,31.65,1.71
Shein,USA,2016,540.97,13.26,26,10749.79,166.31,614.17,218.94,59,0,12.44,93.68,19,1569,4775,-0.47,Neutral,19.09,0.48,9.44,12.57,41.44,3.81
H&M,Bangladesh,2020,543.35,23.51,8,14032.95,277.6,737.73,211.39,55,1,30.94,132.46,18,8381,2329,0.91,Positive,394.27,0.93,31.12,20.91,84.85,4.53
Forever 21,Germany,2017,825.94,23.49,23,4521.44,262.84,802.8,86.9,59,2,28.19,128.73,15,1154,1814,0.94,Neutral,900.85,0.9,60.05,53.01,2.78,1.23
Uniqlo,Turkey,2015,827.76,16.57,8,9203.84,272.47,1061.46,192.78,40,2,24.95,100.07,12,7648,5026,0.1,Positive,118.75,0.82,58.31,96.02,66.03,2.61
Shein,Turkey,2021,490.41,18.23,14,7639.73,240.15,685.73,122.88,54,0,22.74,142.31,17,323,4663,0.98,Positive,459.02,0.52,5.82,26.23,43.61,0.78
Forever 21,UK,2022,591.43,12.22,27,7309.08,250.98,638.28,149.12,45,1,13.44,122.53,16,9835,7596,0.31,Negative,286.15,0.28,14.4,99.95,62.24,2.15
Shein,Vietnam,2016,614.5,12.22,23,11880.86,183.38,890.41,89.54,42,0,30.56,176.88,15,3279,6412,-0.86,Neutral,475.17,0.94,76.64,65.79,82.39,3.24
Forever 21,India,2016,504.87,24.03,13,14892.2,215.71,959.38,219.82,60,1,15.85,139.35,18,9610,1585,0.43,Neutral,497.52,0.64,29.89,41.08,21.77,4.83
Zara,USA,2021,451.23,15.31,12,12067.49,158.98,745.25,149.29,51,1,26.79,93.18,7,4539,1153,0.75,Neutral,238.96,0.13,9.09,85.47,63.06,3.74
H&M,China,2024,527.77,12.75,7,7922.95,160.46,685.18,176.82,52,3,20.78,108.01,13,672,7755,-0.85,Negative,607.17,0.33,66.93,88.83,45.99,3.03
Shein,UK,2024,577.72,17.35,10,10730.18,74.39,570.42,188.06,49,1,25.65,117.24,11,6961,848,-0.27,Neutral,503.21,0.15,75.49,95.52,24.02,1.62
H&M,Vietnam,2020,546.48,13.63,10,11472.67,171.35,865.57,109.72,62,1,10.18,126.56,18,1463,4558,-0.26,Positive,410.74,0.61,88.17,94.19,73.96,0.43
H&M,Turkey,2015,362.3,28.66,18,9315.92,286.33,621.95,73.88,56,1,13.53,127.92,19,2955,2274,0.1,Positive,468.89,0.95,21.23,52.01,47.47,1.29
Shein,Vietnam,2017,405.01,22.93,18,10489.6,174.91,1213.32,169.31,64,1,31.76,113.25,5,9421,3314,0.64,Neutral,314.24,0.25,80.78,69.29,55.59,3.5
H&M,India,2018,341.6,18.72,6,9770.66,154.68,511.56,182.4,49,1,33.82,149.16,13,8895,5307,-0.62,Neutral,497.34,0.9,43.09,19.8,43.8,2.04
Forever 21,USA,2016,782.9,12.17,16,7546.95,131.97,717.5,113.07,41,0,34.25,157.96,6,889,3525,-0.7,Positive,404.29,0.22,34.56,80.77,24.63,0.32
